"name","mz","ionmode"
"SPB 19:3;2O",310.27406,"pos"
"SPB 19:3;3O",326.26897,"pos"
"SPB 20:0;2O",330.33666,"pos"
"SPB 20:0;3O",346.33157,"pos"
"SPB 20:1;2O",328.32101,"pos"
"SPB 20:1;3O",344.31592,"pos"
"SPB 20:2;2O",326.30536,"pos"
"SPB 20:2;3O",342.30027,"pos"
"SPB 20:3;2O",324.28971,"pos"
"SPB 20:3;3O",340.28462,"pos"
"SPB 21:0;2O",344.35231,"pos"
"SPB 21:0;3O",360.34722,"pos"
"SPB 21:1;2O",342.33666,"pos"
"SPB 21:1;3O",358.33157,"pos"
"SPB 21:2;2O",340.32101,"pos"
"SPB 21:2;3O",356.31592,"pos"
"SPB 21:3;2O",338.30536,"pos"
"SPB 21:3;3O",354.30027,"pos"
"SPB 22:0;2O",358.36796,"pos"
"SPB 22:0;3O",374.36287,"pos"
"SPB 22:1;2O",356.35231,"pos"
"SPB 22:1;3O",372.34722,"pos"
"SPB 22:2;2O",354.33666,"pos"
"SPB 22:2;3O",370.33157,"pos"
"SPB 22:3;2O",352.32101,"pos"
"SPB 22:3;3O",368.31592,"pos"
"SPB 23:0;2O",372.38361,"pos"
"SPB 23:0;3O",388.37852,"pos"
"SPB 23:1;2O",370.36796,"pos"
"SPB 23:1;3O",386.36287,"pos"
"SPB 23:2;2O",368.35231,"pos"
"SPB 23:2;3O",384.34722,"pos"
"SPB 23:3;2O",366.33666,"pos"
"SPB 23:3;3O",382.33157,"pos"
"SPB 24:0;2O",386.39926,"pos"
"SPB 24:0;3O",402.39417,"pos"
"SPB 24:1;2O",384.38361,"pos"
"SPB 24:1;3O",400.37852,"pos"
"SPB 24:2;2O",382.36796,"pos"
"SPB 24:2;3O",398.36287,"pos"
"SPB 24:3;2O",380.35231,"pos"
"SPB 24:3;3O",396.34722,"pos"
"SPB 8:0;2O",162.14886,"pos"
"SPB 8:0;3O",178.14377,"pos"
"SPB 8:1;2O",160.13321,"pos"
"SPB 8:1;3O",176.12812,"pos"
"SPB 8:2;2O",158.11756,"pos"
"SPB 8:2;3O",174.11247,"pos"
"SPB 9:0;2O",176.16451,"pos"
"SPB 9:0;3O",192.15942,"pos"
"SPB 9:1;2O",174.14886,"pos"
"SPB 9:1;3O",190.14377,"pos"
"SPB 9:2;2O",172.13321,"pos"
"SPB 9:2;3O",188.12812,"pos"
"SPB 9:3;2O",170.11756,"pos"
"SPB 9:3;3O",186.11247,"pos"
